Time of Detection,Latitude,Longitude,Vertical Speed,Acceleration X,Acceleration Y,Acceleration Z,Bearing Change Rate,Altitude Change Rate,Signal Strength,Frequency,PRI,Pulse Width,Electronic Warfare,IFF Code,Flight Plan,Communication Signals,Weapon Status,Number of Objects in Formation,Formation Type,Country of Origin,Object Behavior,Weather Conditions,Time of Day,Geographic Terrain,Proximity to Sensitive Locations,Current Air Traffic Density,Solar Activity,Sensor Reliability,Confidence Level (Detection),Confidence Level (Classification),Number of Sensors Detecting Object,Sensor ID
2025-03-07 11:16:57.784082,29.365003,-129.511532,20.43,1.8,-3.73,2.32,-3.25,-5.87,-72.03,7648513812.56,327.28,48.56,Jamming,3334,"{'ID': 'FP6469', 'Departure': 'Airport_8', 'Arrival': 'Airport_20', 'Planned Altitude': 8716.94, 'Planned Speed': 517.24}","{'Frequency': 8744.64, 'Content': 'Standard', 'Language': 'English'}",Armed,5,Line Abreast,CN,Loitering,"{'Visibility': 43080.16, 'Wind Speed': 4.24, 'Cloud Cover': 43.72}",Day,Flat,44528.9,4,Low,85.81,96.36,72.05,5,SENSOR_10
2025-03-07 05:10:43.784082,-8.749297,72.315782,-40.9,0.09,-4.76,1.27,-3.13,18.33,-43.99,7321703625.22,741.99,42.64,None,1618,"{'ID': 'FP1816', 'Departure': 'Airport_5', 'Arrival': 'Airport_26', 'Planned Altitude': 14265.96, 'Planned Speed': 756.37}","{'Frequency': 8461.62, 'Content': 'Standard', 'Language': 'English'}",Unarmed,2,None,FR,Loitering,"{'Visibility': 3359.2, 'Wind Speed': 28.2, 'Cloud Cover': 80.6}",Day,Flat,98648.54,63,High,91.01,92.44,63.78,2,SENSOR_7
2025-03-08 00:07:55.784082,-61.946521,11.900481,-20.75,-0.73,3.31,-2.31,-0.47,18.4,-66.61,2068919286.56,594.33,39.72,Jamming,1606,"{'ID': 'FP3209', 'Departure': 'Airport_49', 'Arrival': 'Airport_40', 'Planned Altitude': 21832.19, 'Planned Speed': 866.19}","{'Frequency': 1490.6, 'Content': 'Standard', 'Language': 'Unknown'}",Unarmed,4,None,DE,Direct Approach,"{'Visibility': 35924.99, 'Wind Speed': 27.9, 'Cloud Cover': 45.71}",Night,Coastal,11580.59,44,Medium,57.0,81.89,86.12,2,SENSOR_12
2025-03-06 23:30:18.784082,42.791653,17.148835,46.17,-2.67,4.46,0.9,-4.96,-12.64,-17.12,3191387763.61,580.68,97.29,Jamming,7829,"{'ID': 'FP9668', 'Departure': 'Airport_38', 'Arrival': 'Airport_9', 'Planned Altitude': 22673.47, 'Planned Speed': 347.55}","{'Frequency': 960.24, 'Content': 'Standard', 'Language': 'English'}",Unarmed,2,Line Abreast,IN,Loitering,"{'Visibility': 47355.32, 'Wind Speed': 17.19, 'Cloud Cover': 25.98}",Night,Flat,79335.75,25,Low,80.65,98.45,54.77,3,SENSOR_17
2025-03-07 20:22:28.784082,2.24792,-125.999592,-35.43,3.87,4.36,3.68,-3.77,-16.1,-10.39,5598741766.15,611.21,90.57,Unknown,8402,"{'ID': 'FP2408', 'Departure': 'Airport_10', 'Arrival': 'Airport_20', 'Planned Altitude': 4031.86, 'Planned Speed': 738.63}","{'Frequency': 4730.94, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,IN,Direct Approach,"{'Visibility': 23132.92, 'Wind Speed': 26.34, 'Cloud Cover': 74.96}",Twilight,Flat,19204.06,47,Medium,71.16,60.19,79.07,4,SENSOR_11
2025-03-07 19:53:23.784082,42.822596,-122.123437,-6.47,0.36,1.22,0.51,-1.87,-18.71,-81.99,8816765488.08,705.82,30.98,Jamming,5875,"{'ID': 'FP4859', 'Departure': 'Airport_41', 'Arrival': 'Airport_20', 'Planned Altitude': 4661.14, 'Planned Speed': 261.31}","{'Frequency': 4814.69, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,6,Line Abreast,RU,Loitering,"{'Visibility': 45415.91, 'Wind Speed': 15.11, 'Cloud Cover': 37.59}",Twilight,Mountainous,49715.66,45,Low,86.55,85.0,68.41,1,SENSOR_8
2025-03-07 02:54:36.784082,-86.125414,-67.547968,46.85,-4.92,2.96,-4.75,-3.04,2.29,-57.04,9957935539.41,474.16,46.4,None,9149,"{'ID': 'FP5076', 'Departure': 'Airport_36', 'Arrival': 'Airport_8', 'Planned Altitude': 22463.38, 'Planned Speed': 709.85}","{'Frequency': 7060.68, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,5,None,DE,Aggressive Maneuvers,"{'Visibility': 13100.76, 'Wind Speed': 17.44, 'Cloud Cover': 73.76}",Night,Flat,21018.25,78,Medium,71.3,85.17,68.71,3,SENSOR_7
2025-03-07 00:39:18.784082,51.770007,19.283462,-4.58,-0.59,3.08,-1.96,-0.39,-4.59,-50.58,1653032294.55,786.45,12.5,None,3517,"{'ID': 'FP8975', 'Departure': 'Airport_38', 'Arrival': 'Airport_38', 'Planned Altitude': 39126.71, 'Planned Speed': 645.34}","{'Frequency': 2900.85, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,5,None,DE,Direct Approach,"{'Visibility': 12500.88, 'Wind Speed': 18.03, 'Cloud Cover': 46.54}",Twilight,Mountainous,77774.92,1,High,83.64,64.6,58.86,5,SENSOR_19
2025-03-07 16:25:37.784082,-14.75568,85.736415,-31.93,4.13,-4.11,0.21,-6.63,12.5,-35.98,1518300677.43,730.27,20.46,Jamming,9774,"{'ID': 'FP5696', 'Departure': 'Airport_45', 'Arrival': 'Airport_46', 'Planned Altitude': 16309.13, 'Planned Speed': 296.71}","{'Frequency': 808.15, 'Content': 'Standard', 'Language': 'Unknown'}",Armed,5,Echelon,FR,Loitering,"{'Visibility': 26618.44, 'Wind Speed': 2.14, 'Cloud Cover': 54.1}",Twilight,Coastal,68281.18,35,High,70.88,86.9,89.07,1,SENSOR_12
2025-03-07 00:31:31.784082,24.622859,-69.36572,46.73,-0.58,2.58,-1.48,6.53,18.5,-68.06,2263018405.47,835.15,57.77,Spoofing,6240,"{'ID': 'FP3519', 'Departure': 'Airport_22', 'Arrival': 'Airport_17', 'Planned Altitude': 38710.41, 'Planned Speed': 283.74}","{'Frequency': 2249.57, 'Content': 'Encrypted', 'Language': 'English'}",Armed,3,Echelon,KR,Direct Approach,"{'Visibility': 11455.23, 'Wind Speed': 21.3, 'Cloud Cover': 16.25}",Day,Flat,32465.79,88,High,65.2,90.98,87.8,2,SENSOR_2
2025-03-07 06:25:12.784082,45.282671,-11.283921,-8.19,4.66,2.41,1.98,8.61,0.81,-2.15,4736018139.86,834.99,85.35,None,4052,"{'ID': 'FP9119', 'Departure': 'Airport_23', 'Arrival': 'Airport_29', 'Planned Altitude': 16949.63, 'Planned Speed': 757.44}","{'Frequency': 2852.48, 'Content': 'Standard', 'Language': 'English'}",Unknown,4,Line Abreast,DE,Loitering,"{'Visibility': 34872.16, 'Wind Speed': 4.3, 'Cloud Cover': 43.48}",Twilight,Mountainous,90093.58,75,Medium,69.56,93.14,67.88,4,SENSOR_18
2025-03-08 00:36:01.784082,12.585685,49.154035,26.51,-0.92,0.21,-4.33,0.1,-2.95,-66.31,3994036054.22,502.1,63.95,Spoofing,1651,"{'ID': 'FP3645', 'Departure': 'Airport_14', 'Arrival': 'Airport_30', 'Planned Altitude': 28632.06, 'Planned Speed': 390.68}","{'Frequency': 5398.39, 'Content': 'Standard', 'Language': 'English'}",Armed,2,None,DE,Aggressive Maneuvers,"{'Visibility': 26443.73, 'Wind Speed': 12.81, 'Cloud Cover': 45.59}",Night,Flat,28871.59,0,Low,57.9,84.13,96.77,5,SENSOR_20
2025-03-07 06:20:34.784082,35.588668,101.000474,-39.37,1.25,-2.11,-3.2,5.87,4.36,-38.19,8450947946.93,275.11,75.58,None,9590,"{'ID': 'FP8624', 'Departure': 'Airport_49', 'Arrival': 'Airport_19', 'Planned Altitude': 31890.2, 'Planned Speed': 504.35}","{'Frequency': 7958.81, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,5,Line Abreast,IN,Direct Approach,"{'Visibility': 14327.96, 'Wind Speed': 23.73, 'Cloud Cover': 65.02}",Day,Mountainous,15585.94,36,High,59.89,85.79,72.64,5,SENSOR_3
2025-03-07 12:00:53.784082,-3.97759,83.668762,5.19,4.44,0.57,-3.75,-3.58,-7.24,-78.69,3380666573.7,923.88,27.0,Spoofing,5438,"{'ID': 'FP9316', 'Departure': 'Airport_2', 'Arrival': 'Airport_48', 'Planned Altitude': 15543.58, 'Planned Speed': 396.74}","{'Frequency': 1243.62, 'Content': 'Standard', 'Language': 'English'}",Armed,3,V-Formation,CN,Loitering,"{'Visibility': 27181.6, 'Wind Speed': 25.92, 'Cloud Cover': 73.28}",Day,Coastal,58154.32,83,Medium,57.26,65.65,84.34,2,SENSOR_15
2025-03-07 20:54:41.784082,78.674925,62.690251,16.32,-1.37,2.9,1.2,-2.35,13.81,-71.28,2191256456.38,254.95,9.4,None,5911,"{'ID': 'FP5002', 'Departure': 'Airport_3', 'Arrival': 'Airport_24', 'Planned Altitude': 2953.72, 'Planned Speed': 338.86}","{'Frequency': 8291.36, 'Content': 'Standard', 'Language': 'English'}",Armed,4,Line Abreast,FR,Aggressive Maneuvers,"{'Visibility': 46328.29, 'Wind Speed': 16.91, 'Cloud Cover': 78.44}",Day,Flat,86253.44,96,Medium,93.65,77.27,84.06,2,SENSOR_16
2025-03-07 17:10:01.784082,-2.239462,62.593458,-24.04,-4.3,-3.72,2.03,-3.84,-8.75,-67.63,3121336600.24,179.69,43.26,Spoofing,2438,"{'ID': 'FP9088', 'Departure': 'Airport_7', 'Arrival': 'Airport_43', 'Planned Altitude': 39549.37, 'Planned Speed': 466.45}","{'Frequency': 1913.99, 'Content': 'Standard', 'Language': 'English'}",Armed,4,None,CN,Direct Approach,"{'Visibility': 25535.8, 'Wind Speed': 7.99, 'Cloud Cover': 64.12}",Day,Flat,58630.18,26,Medium,75.43,51.69,65.42,2,SENSOR_16
2025-03-07 22:22:37.784082,21.795183,-154.941705,25.69,2.9,3.33,-1.78,-0.96,8.56,-34.94,9186209502.78,958.74,3.3,None,2909,"{'ID': 'FP5569', 'Departure': 'Airport_21', 'Arrival': 'Airport_50', 'Planned Altitude': 11346.27, 'Planned Speed': 887.21}","{'Frequency': 2619.47, 'Content': 'Standard', 'Language': 'English'}",Armed,2,V-Formation,CN,Aggressive Maneuvers,"{'Visibility': 46706.61, 'Wind Speed': 13.81, 'Cloud Cover': 67.27}",Day,Mountainous,9057.81,56,High,81.28,53.74,88.48,5,SENSOR_16
2025-03-07 10:56:13.784082,-11.026202,41.969746,4.84,-0.25,1.53,-4.0,-9.07,-17.11,-7.2,4907778827.04,410.49,45.83,None,5989,"{'ID': 'FP4664', 'Departure': 'Airport_26', 'Arrival': 'Airport_8', 'Planned Altitude': 23354.98, 'Planned Speed': 707.5}","{'Frequency': 3244.07, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,4,None,FR,Aggressive Maneuvers,"{'Visibility': 43311.69, 'Wind Speed': 12.57, 'Cloud Cover': 13.65}",Twilight,Flat,85726.49,26,High,89.21,88.88,93.12,5,SENSOR_16
2025-03-07 07:18:02.784082,53.589954,-143.410021,-44.23,2.05,-4.76,1.55,-5.69,-8.43,-57.23,7250971888.68,337.34,69.07,Unknown,7774,"{'ID': 'FP5246', 'Departure': 'Airport_23', 'Arrival': 'Airport_9', 'Planned Altitude': 22602.99, 'Planned Speed': 820.79}","{'Frequency': 5451.03, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,Echelon,KR,Loitering,"{'Visibility': 17373.8, 'Wind Speed': 24.85, 'Cloud Cover': 18.52}",Night,Mountainous,47361.34,46,High,54.35,62.28,86.18,1,SENSOR_10
2025-03-07 21:18:48.784082,-51.781161,-133.63818,-34.94,-0.84,-0.83,1.75,2.45,-0.69,-23.26,8557492130.88,174.07,78.57,Jamming,4233,"{'ID': 'FP7955', 'Departure': 'Airport_37', 'Arrival': 'Airport_49', 'Planned Altitude': 3238.06, 'Planned Speed': 661.37}","{'Frequency': 510.89, 'Content': 'Standard', 'Language': 'English'}",Unarmed,3,V-Formation,KR,Aggressive Maneuvers,"{'Visibility': 17869.19, 'Wind Speed': 6.07, 'Cloud Cover': 93.16}",Twilight,Mountainous,20230.51,57,High,56.46,91.23,55.7,2,SENSOR_19
2025-03-08 00:06:05.784082,-64.11956,139.00258,-21.55,2.95,3.19,0.26,-7.69,0.56,-11.25,7487173434.62,372.82,21.2,Spoofing,5111,"{'ID': 'FP4682', 'Departure': 'Airport_15', 'Arrival': 'Airport_31', 'Planned Altitude': 6318.16, 'Planned Speed': 732.04}","{'Frequency': 7545.48, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,2,Echelon,FR,Aggressive Maneuvers,"{'Visibility': 24249.03, 'Wind Speed': 19.94, 'Cloud Cover': 41.91}",Twilight,Coastal,20828.82,66,Medium,89.07,80.21,50.05,5,SENSOR_16
2025-03-07 05:55:59.784082,50.744543,-154.430228,-39.49,-4.95,-4.25,0.51,3.69,-7.14,-3.69,1991296742.08,7.6,15.57,Jamming,8331,"{'ID': 'FP5702', 'Departure': 'Airport_38', 'Arrival': 'Airport_48', 'Planned Altitude': 2948.21, 'Planned Speed': 239.2}","{'Frequency': 612.25, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,2,Echelon,UK,Loitering,"{'Visibility': 31161.87, 'Wind Speed': 11.97, 'Cloud Cover': 21.57}",Night,Flat,93124.46,77,High,53.45,53.69,98.76,2,SENSOR_7
2025-03-06 22:56:35.784082,40.264152,122.632786,-8.23,0.94,2.29,-4.51,1.17,13.32,-31.43,3874363156.95,885.6,84.17,None,9146,"{'ID': 'FP1306', 'Departure': 'Airport_28', 'Arrival': 'Airport_8', 'Planned Altitude': 11566.41, 'Planned Speed': 840.97}","{'Frequency': 2059.3, 'Content': 'Standard', 'Language': 'English'}",Armed,4,V-Formation,UK,Direct Approach,"{'Visibility': 35571.95, 'Wind Speed': 16.58, 'Cloud Cover': 56.01}",Twilight,Mountainous,50667.95,46,Low,99.15,95.31,67.34,2,SENSOR_16
2025-03-08 00:50:11.784082,13.385798,71.170789,5.4,-2.18,4.31,0.83,-3.15,-16.56,-30.42,7414346215.54,515.18,46.01,None,4593,"{'ID': 'FP5748', 'Departure': 'Airport_15', 'Arrival': 'Airport_32', 'Planned Altitude': 8980.87, 'Planned Speed': 623.76}","{'Frequency': 5775.99, 'Content': 'Standard', 'Language': 'English'}",Armed,1,None,FR,Loitering,"{'Visibility': 24042.65, 'Wind Speed': 5.25, 'Cloud Cover': 25.15}",Night,Flat,13528.01,16,Low,66.51,59.61,88.48,4,SENSOR_19
2025-03-07 10:29:33.784082,-81.600558,38.559099,45.37,-0.77,-1.38,-1.71,-0.25,-6.39,-6.02,2678883041.07,450.22,58.66,Unknown,3092,"{'ID': 'FP5524', 'Departure': 'Airport_40', 'Arrival': 'Airport_45', 'Planned Altitude': 6335.64, 'Planned Speed': 733.08}","{'Frequency': 8210.18, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,1,None,FR,Direct Approach,"{'Visibility': 45215.76, 'Wind Speed': 13.44, 'Cloud Cover': 18.12}",Twilight,Coastal,86248.78,68,High,61.4,93.26,85.96,1,SENSOR_13
2025-03-07 09:01:58.784082,-22.31938,24.986204,-17.39,-2.98,2.87,2.38,8.58,2.38,-68.26,5869042229.86,274.29,6.22,Unknown,7372,"{'ID': 'FP9650', 'Departure': 'Airport_29', 'Arrival': 'Airport_45', 'Planned Altitude': 9716.91, 'Planned Speed': 496.91}","{'Frequency': 501.4, 'Content': 'Standard', 'Language': 'English'}",Unarmed,4,None,PK,Aggressive Maneuvers,"{'Visibility': 11711.97, 'Wind Speed': 25.62, 'Cloud Cover': 22.67}",Day,Mountainous,12706.42,90,Medium,66.19,88.69,90.72,2,SENSOR_9
2025-03-07 03:56:26.784082,13.394631,160.519359,-17.43,1.39,0.78,-3.03,7.02,-18.71,-31.22,7505479201.69,154.75,28.0,Spoofing,8769,"{'ID': 'FP2209', 'Departure': 'Airport_12', 'Arrival': 'Airport_5', 'Planned Altitude': 25026.88, 'Planned Speed': 262.98}","{'Frequency': 337.77, 'Content': 'Encrypted', 'Language': 'English'}",Unarmed,2,None,DE,Aggressive Maneuvers,"{'Visibility': 1110.91, 'Wind Speed': 9.94, 'Cloud Cover': 41.33}",Day,Flat,36374.64,35,Medium,81.2,87.12,84.66,5,SENSOR_13
2025-03-07 23:24:08.784082,-53.61867,-89.007172,-36.67,-1.17,-4.02,0.89,-9.42,-3.02,-79.36,8751713272.13,881.42,55.0,Spoofing,3998,"{'ID': 'FP4441', 'Departure': 'Airport_34', 'Arrival': 'Airport_46', 'Planned Altitude': 4736.27, 'Planned Speed': 573.52}","{'Frequency': 4120.53, 'Content': 'Standard', 'Language': 'English'}",Armed,6,None,IN,Direct Approach,"{'Visibility': 38609.17, 'Wind Speed': 9.57, 'Cloud Cover': 58.08}",Day,Flat,96799.31,83,High,65.83,53.56,72.26,4,SENSOR_8
2025-03-07 07:33:36.784082,-61.520659,-62.744685,45.83,2.96,-1.55,2.21,-5.86,-1.51,-53.49,3445439547.44,389.72,62.01,Unknown,2337,"{'ID': 'FP1125', 'Departure': 'Airport_1', 'Arrival': 'Airport_32', 'Planned Altitude': 20361.92, 'Planned Speed': 730.79}","{'Frequency': 7137.67, 'Content': 'Standard', 'Language': 'English'}",Unknown,6,None,RU,Aggressive Maneuvers,"{'Visibility': 21210.14, 'Wind Speed': 13.47, 'Cloud Cover': 74.52}",Twilight,Flat,6193.87,68,Low,61.02,95.71,89.33,3,SENSOR_10
2025-03-07 09:41:47.784082,24.993388,-116.439993,37.05,-4.8,1.69,-0.97,-5.99,-11.89,-14.8,9356741554.97,214.68,54.86,None,1714,"{'ID': 'FP3303', 'Departure': 'Airport_23', 'Arrival': 'Airport_19', 'Planned Altitude': 34871.0, 'Planned Speed': 241.17}","{'Frequency': 5296.38, 'Content': 'Encrypted', 'Language': 'English'}",Armed,6,None,KR,Direct Approach,"{'Visibility': 8773.09, 'Wind Speed': 27.99, 'Cloud Cover': 80.87}",Night,Coastal,43323.17,64,Low,69.61,92.72,53.51,3,SENSOR_17
2025-03-07 19:43:23.784082,-25.587538,39.166957,21.11,-2.47,-2.76,3.68,-5.3,-10.85,-61.15,3085225250.1,145.85,16.69,Spoofing,8989,"{'ID': 'FP6777', 'Departure': 'Airport_5', 'Arrival': 'Airport_17', 'Planned Altitude': 25766.84, 'Planned Speed': 440.46}","{'Frequency': 1742.89, 'Content': 'Standard', 'Language': 'English'}",Unknown,1,None,IN,Loitering,"{'Visibility': 6751.65, 'Wind Speed': 22.26, 'Cloud Cover': 14.2}",Twilight,Flat,5303.14,75,High,71.6,62.49,86.7,1,SENSOR_4
2025-03-07 09:45:06.784082,71.974034,60.155379,-47.02,4.46,3.61,4.75,-1.42,-1.41,-56.46,1096988792.24,210.92,21.09,Jamming,2436,"{'ID': 'FP8404', 'Departure': 'Airport_15', 'Arrival': 'Airport_20', 'Planned Altitude': 22417.19, 'Planned Speed': 518.69}","{'Frequency': 2468.74, 'Content': 'Encrypted', 'Language': 'English'}",Unknown,6,Echelon,KR,Aggressive Maneuvers,"{'Visibility': 15377.52, 'Wind Speed': 2.6, 'Cloud Cover': 62.17}",Twilight,Flat,78297.5,19,Low,70.63,63.89,81.74,2,SENSOR_7
2025-03-07 15:18:02.784082,42.284145,-110.816534,2.63,-4.36,3.85,-1.09,2.58,15.61,-39.51,8848369499.68,993.45,89.58,Unknown,8465,"{'ID': 'FP7808', 'Departure': 'Airport_44', 'Arrival': 'Airport_49', 'Planned Altitude': 38519.35, 'Planned Speed': 680.11}","{'Frequency': 7520.03, 'Content': 'Standard', 'Language': 'English'}",Armed,3,Echelon,FR,Aggressive Maneuvers,"{'Visibility': 17751.92, 'Wind Speed': 18.36, 'Cloud Cover': 22.2}",Twilight,Coastal,30753.41,51,Low,89.58,95.21,65.86,4,SENSOR_8
2025-03-08 01:47:11.784082,15.114763,-34.172836,-23.13,-2.2,0.66,2.01,-5.59,-19.34,-70.12,6817303656.67,720.08,17.04,None,2023,"{'ID': 'FP8513', 'Departure': 'Airport_9', 'Arrival': 'Airport_30', 'Planned Altitude': 14017.54, 'Planned Speed': 382.76}","{'Frequency': 2461.67, 'Content': 'Encrypted', 'Language': 'English'}",Armed,3,None,US,Loitering,"{'Visibility': 27179.94, 'Wind Speed': 6.47, 'Cloud Cover': 25.14}",Night,Coastal,16516.4,16,Low,76.54,70.94,65.96,3,SENSOR_11
2025-03-07 18:18:57.784082,20.562471,8.398099,-29.7,1.47,-1.03,-0.43,-2.07,-19.47,-38.77,6092147647.46,805.01,28.04,Unknown,7812,"{'ID': 'FP8543', 'Departure': 'Airport_12', 'Arrival': 'Airport_22', 'Planned Altitude': 23136.23, 'Planned Speed': 860.72}","{'Frequency': 2721.66, 'Content': 'Encrypted', 'Language': 'Unknown'}",Unknown,5,Line Abreast,US,Direct Approach,"{'Visibility': 43444.87, 'Wind Speed': 21.97, 'Cloud Cover': 75.0}",Day,Coastal,36670.87,33,High,92.23,89.15,94.02,4,SENSOR_3
2025-03-07 08:12:30.784082,24.909255,7.677715,-43.16,-2.15,-1.17,1.79,5.9,2.12,-56.75,7904733781.67,506.76,94.52,Spoofing,9344,"{'ID': 'FP5732', 'Departure': 'Airport_34', 'Arrival': 'Airport_9', 'Planned Altitude': 31530.42, 'Planned Speed': 446.54}","{'Frequency': 3245.45, 'Content': 'Encrypted', 'Language': 'English'}",Armed,5,None,US,Aggressive Maneuvers,"{'Visibility': 3382.31, 'Wind Speed': 8.75, 'Cloud Cover': 1.58}",Twilight,Flat,41097.44,93,High,69.74,98.51,95.83,4,SENSOR_19
2025-03-07 09:11:48.784082,-12.724782,-82.925844,32.92,0.94,-1.6,0.69,4.91,16.02,-18.72,7020650777.42,66.82,88.65,Spoofing,1111,"{'ID': 'FP2849', 'Departure': 'Airport_31', 'Arrival': 'Airport_36', 'Planned Altitude': 9334.22, 'Planned Speed': 464.62}","{'Frequency': 9527.0, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,4,None,CN,Direct Approach,"{'Visibility': 26276.93, 'Wind Speed': 17.03, 'Cloud Cover': 33.63}",Twilight,Flat,49564.82,2,High,50.89,89.21,89.0,4,SENSOR_15
2025-03-07 07:32:19.784082,20.026938,72.855103,14.14,0.14,-0.39,-2.86,-6.31,13.19,-19.18,2244618273.57,148.89,96.0,Unknown,1431,"{'ID': 'FP1141', 'Departure': 'Airport_16', 'Arrival': 'Airport_2', 'Planned Altitude': 13773.54, 'Planned Speed': 724.81}","{'Frequency': 9274.42, 'Content': 'Encrypted', 'Language': 'Unknown'}",Armed,2,V-Formation,DE,Loitering,"{'Visibility': 18775.8, 'Wind Speed': 24.72, 'Cloud Cover': 50.37}",Day,Flat,33286.54,90,Low,69.41,54.87,60.73,1,SENSOR_3
2025-03-07 14:34:02.784082,-16.738562,-148.796478,7.59,-2.73,0.25,-4.43,8.37,7.82,-42.54,7181644785.7,48.61,78.66,None,5563,"{'ID': 'FP9360', 'Departure': 'Airport_37', 'Arrival': 'Airport_5', 'Planned Altitude': 24917.68, 'Planned Speed': 872.65}","{'Frequency': 1188.06, 'Content': 'Standard', 'Language': 'Unknown'}",Unknown,3,None,RU,Loitering,"{'Visibility': 28455.34, 'Wind Speed': 14.29, 'Cloud Cover': 37.87}",Day,Coastal,96544.25,4,Medium,93.41,80.38,72.36,5,SENSOR_16
2025-03-08 01:44:49.784082,-31.64563,156.439834,-28.09,-2.1,3.29,-3.49,3.66,12.97,-41.12,9808885486.42,956.76,59.95,Unknown,1399,"{'ID': 'FP2335', 'Departure': 'Airport_22', 'Arrival': 'Airport_23', 'Planned Altitude': 6938.17, 'Planned Speed': 348.21}","{'Frequency': 5735.42, 'Content': 'Standard', 'Language': 'Unknown'}",Armed,3,Line Abreast,IR,Direct Approach,"{'Visibility': 1281.03, 'Wind Speed': 0.16, 'Cloud Cover': 83.02}",Night,Mountainous,79390.94,100,High,53.91,91.33,67.75,1,SENSOR_6
2025-03-07 07:28:43.784082,34.446342,-93.445108,-6.27,-1.39,4.32,2.87,1.93,-12.0,-69.93,5239794643.32,597.54,57.2,Spoofing,1099,"{'ID': 'FP7303', 'Departure': 'Airport_32', 'Arrival': 'Airport_7', 'Planned Altitude': 12607.07, 'Planned Speed': 205.41}","{'Frequency': 2319.77, 'Content': 'Standard', 'Language': 'Unknown'}",Unarmed,4,None,UK,Loitering,"{'Visibility': 39440.28, 'Wind Speed': 19.3, 'Cloud Cover': 8.63}",Twilight,Flat,12431.9,89,Medium,94.55,67.38,55.53,4,SENSOR_15
2025-03-08 00:16:28.784082,-1.922373,-114.011729,14.45,-1.37,3.58,-4.52,-1.45,-7.14,-66.64,3714647694.33,673.32,58.44,Jamming,3931,"{'ID': 'FP2457', 'Departure': 'Airport_20', 'Arrival': 'Airport_47', 'Planned Altitude': 3697.92, 'Planned Speed': 851.98}","{'Frequency': 5248.98, 'Content': 'Standard', 'Language': 'English'}",Armed,2,V-Formation,CN,Direct Approach,"{'Visibility': 32838.84, 'Wind Speed': 17.59, 'Cloud Cover': 11.62}",Twilight,Mountainous,25191.45,100,High,63.49,51.09,84.68,4,SENSOR_11
2025-03-07 20:12:45.784082,-21.757281,36.572641,21.49,1.75,-1.19,-4.51,-1.22,14.19,-90.91,2633392613.03,834.95,21.74,Jamming,5493,"{'ID': 'FP7265', 'Departure': 'Airport_34', 'Arrival': 'Airport_19', 'Planned Altitude': 20507.35, 'Planned Speed': 865.16}","{'Frequency': 1490.95, 'Content': 'Standard', 'Language': 'English'}",Armed,2,V-Formation,RU,Aggressive Maneuvers,"{'Visibility': 29874.95, 'Wind Speed': 26.7, 'Cloud Cover': 42.61}",Twilight,Coastal,9752.5,12,Low,77.56,85.74,98.92,5,SENSOR_8
2025-03-07 08:39:11.784082,67.350494,70.570844,-32.09,-4.99,5.0,0.91,-3.31,-0.51,-69.2,4068031334.44,855.58,69.83,Unknown,7626,"{'ID': 'FP6292', 'Departure': 'Airport_9', 'Arrival': 'Airport_25', 'Planned Altitude': 24091.26, 'Planned Speed': 658.65}","{'Frequency': 2338.56, 'Content': 'Standard', 'Language': 'English'}",Unarmed,4,V-Formation,KR,Loitering,"{'Visibility': 19304.82, 'Wind Speed': 8.8, 'Cloud Cover': 9.35}",Day,Coastal,18189.3,6,Medium,72.59,59.8,71.97,1,SENSOR_12
2025-03-07 20:14:47.784082,40.163193,178.644976,-23.28,1.04,4.68,-4.9,7.3,-0.59,-39.69,5023756010.47,882.92,80.54,None,7248,"{'ID': 'FP2109', 'Departure': 'Airport_8', 'Arrival': 'Airport_40', 'Planned Altitude': 4531.31, 'Planned Speed': 665.2}","{'Frequency': 3021.24, 'Content': 'Standard', 'Language': 'English'}",Armed,5,Line Abreast,CN,Aggressive Maneuvers,"{'Visibility': 43593.74, 'Wind Speed': 15.72, 'Cloud Cover': 33.37}",Day,Mountainous,59402.11,41,Medium,75.76,77.12,70.05,5,SENSOR_7
2025-03-08 00:39:13.784082,-15.54258,-108.490948,18.51,-5.0,-3.21,-2.7,-8.78,-7.83,-93.56,7302656456.89,635.66,2.97,None,5623,"{'ID': 'FP3295', 'Departure': 'Airport_18', 'Arrival': 'Airport_6', 'Planned Altitude': 22343.91, 'Planned Speed': 715.46}","{'Frequency': 2205.19, 'Content': 'Standard', 'Language': 'English'}",Unknown,5,None,FR,Aggressive Maneuvers,"{'Visibility': 2361.96, 'Wind Speed': 2.44, 'Cloud Cover': 50.1}",Day,Coastal,69306.34,63,Low,82.68,68.86,90.7,5,SENSOR_15
